c_ClaveProdServ	Descripción
42293125	Retractores de esternón
42293126	Retractores para amputación
42293127	Retractores de tejidos
42293128	Retractores de piel
42293129	Retractores para micro cirugía
42293130	Retractores de pulmón
42293131	Retractores de párpado
42293132	Retractores de dedos
42293133	Anillos de retracción para uso quirúrgico
42293134	Retractores cervicales
42293135	Retractores de labios
42293136	Adaptadores de retractores
42293137	Cuchillas retractoras ortopédicas
42293138	Retractores para urología o sus accesorios para uso quirúrgico
42293139	Accesorios para retractores
42293200	Instrumentos quirúrgicos de mioma
42293201	Destornilladores para miomas para uso quirúrgico
42293300	Distractores y esparcidores y separadores quirúrgicos y productos relacionados
42293301	Distractores o accesorios para uso quirúrgico
42293302	Separadores para uso quirúrgico
42293303	Espéculos para uso quirúrgico
42293304	Extensores para uso quirúrgico
42293400	Manipuladores y posicionadores quirúrgicos de implante y productos relacionados
42293401	Guías para uso quirúrgico
42293403	Sujetadores de implantes para uso quirúrgico
42293404	Empujadores para uso quirúrgico
42293405	Instrumentos de manipulación para uso quirúrgico
42293406	Posicionadores de implantes para uso quirúrgico
42293407	Filiforme para dilatar el uréter o la uretra
42293408	Seguidor para uréter o uretra
42293500	Cánulas y puntas y estiletes de irrigación y succión quirúrgica y productos relacionados
42293501	Piezas de mano de irrigación o succión o cánulas o puntas o productos relacionados para uso quirúrgico
42293502	Cánulas o puntas de succión o irrigación láser o productos relacionados para uso quirúrgico
42293503	Dispositivos o curetas de extracción al vacío o productos relacionados para uso quirúrgico
42293504	Suministros o accesorios de irrigación o aspiración oftálmica
42293505	Sondas de drenaje de succión para uso quirúrgico
42293506	Bulbos de succión para uso quirúrgico
42293507	Reservorios de succión para uso quirúrgico
42293508	Suministros o accesorios de irrigación o aspiración de oído nariz y garganta ent
42293509	Sets o accesorios de irrigación para uso quirúrgico
42293600	Bougies quirúrgicos y sondas y obturadores y productos relacionados
42293601	Bujías para uso quirúrgico
42293602	Obturadores para uso quirúrgico
42293603	Sondas para uso quirúrgico
42293700	Machacadoras y excavadoras y fragmentadoras quirúrgicas y productos relacionados
42293701	Trituradores para uso quirúrgico
42293702	Excavadoras para uso quirúrgico
42293703	Molinos de hueso para uso quirúrgico
42293800	Agarradores y buscadores y excavadores y desmoldadores quirúrgicos y productos relacionados
42293801	Pasadores para uso quirúrgico
42293802	Buscadores para uso quirúrgico
42293803	Removedores para uso quirúrgico
42293804	Excavadoras o accesorios quirúrgicos.
42293900	Instrumentos quirúrgicos para empaque de heridas y productos relacionados
42293901	Anillos de laparoscopia para uso quirúrgico
42293902	Instrumentos para cubrir heridas para uso quirúrgico
42294000	Espátulas y cucharas y cucharones quirúrgicos y productos relacionados
42294001	Cucharas hondas para uso quirúrgico
42294002	Espátulas para uso quirúrgico
42294003	Cucharas para uso quirúrgico
42294100	Dispositivos esqueléticos quirúrgicos de tracción y productos relacionados
42294101	Lazos de tracción o bucles de tracción o productos relacionados para uso quirúrgico
42294102	Dispositivos de tracción del cráneo para uso quirúrgico o productos relacionados
42294103	Collares de tracción para uso quirúrgico
42294200	Juegos de instrumentos y sistemas y bandejas quirúrgicos
42294201	Sets de instrumentos quirúrgicos torácicos o cardiovasculares
42294202	Sets o sistemas de instrumentos de fijación externa
42294203	Sets de instrumentos quirúrgicos generales
42294204	Sets de instrumentos para micro cirugía, cirugía plástica o cirugía delicada
42294205	Sets de instrumentos neuroquirúrgicos o espinales
42294206	Sets de instrumentos para cirugía oftálmica
42294207	Sets de instrumentos para cirugía maxilofacial
42294208	Sistemas de instrumentos para revisión ortopédica o completa de articulaciones
42294209	Sistemas de instrumentos para fijación de trauma ortopédico
42294210	Sets de instrumentos para cirugía otolaringológica
42294211	Bandejas de procedimientos o instrumentos especiales o a la medida para uso quirúrgico
42294212	Sets de instrumentos para cirugía urológica
42294213	Sets de instrumentos para cirugía por laparoscopia
42294214	Sets de instrumentos para cirugía de traqueotomía
42294215	Sets de instrumentos para cirugía de craneotomía
42294216	Sets de instrumentos para cirugía de angiografía
42294217	Sets de instrumentos para cirugía gastroscópica
42294218	Sets de instrumentos para cirugía de oído nariz y garganta ent
42294219	Sets de instrumentos para cirugía ortopédica
42294220	Sistemas de recuperación y entrega de sangre
42294300	Instrumentos de biopsia de invasiva mínima del pecho y suministros y equipo
42294301	Conductores o módulos de disparo o accesorios para biopsia de seno mínimamente invasiva
42294302	Unidades de carga premium para biopsia de seno mínimamente invasiva
42294303	Guías de aguja para biopsia de seno mínimamente invasiva
42294304	Instrumentos marcadores para biopsia de seno mínimamente invasiva
42294305	Unidades de vacío o accesorios para biopsia de seno mínimamente invasiva
42294306	Aguja de localización de seno
42294400	Sistemas cardiacos y vasculares
42294401	Sistemas de cosecha de venas
42294402	Sistemas de visualización coronaria
42294500	Instrumentos de especialidad oftálmica y productos relacionados
42294501	Conformadores o protectores para cirugía oftálmica
42294502	Pesas de párpados para cirugía oftálmica
42294503	Anillos de fijación para cirugía oftálmica
42294504	Instrumentos de membrana intraocular para cirugía oftálmica
42294505	Placas de párpado para cirugía oftálmica
42294506	Rotadores de núcleo para cirugía oftálmica
42294507	Fresas o manijas o removedores de anillos de óxido para uso oftálmico
42294508	Puntas de aguja de irrigación o aspiración para uso oftálmico
42294509	Agujas para cirugía oftálmica
42294510	Esponjas para cirugía oftálmica
42294511	Cuchillos o cuchillas o tijeras o accesorios para cirugía oftálmica
42294512	Protectores de ojos o sus accesorios
42294513	Kits de vitrectomía oftálmica
42294514	Sondas de borrado hemostático
42294515	Pulidores de lentes oftálmicos
42294516	Sujetadores de ojos o sus accesorios
42294517	Insertos ópticos
42294518	Sets de ajuste de insertos ópticos
42294519	Cucharas o curetas oftálmicas
42294520	Sujetadores de lentes o accesorios para uso oftálmico
42294521	Componentes de combado escleral
42294522	Sets de punctum de tapón para uso oftálmico
42294523	Suministros para cirugía plástica oftálmica o sus productos relacionados
42294524	Magnetos de ojos para cirugía oftálmica
42294525	Sets de instrumentos médicos oftálmicos
42294526	Dilatadores o sets de lagrimales
42294527	Gas intraocular
42294528	Agente visco elástico o dispositivo visco quirúrgico
42294529	Cistotomo
42294530	Lente de vitrectomía
42294531	Lente láser para uso oftálmico
42294600	Productos de autotransfusión
42294601	Bolsas de autotransfusión o transferencia de sangre
42294602	Kits de contenedores de autotransfusión o kits centrífugos
42294603	Unidades de autotransfusión
42294604	Filtros de autotransfusión
42294605	Reservorios o sus accesorios de autotransfusión
42294606	Sets o kits de tubos de autotransfusión
42294607	Válvulas de autotransfusión
42294700	Equipo de perfusión de corazón abierto y monitores y accesorios y productos relacionados
42294701	Máquinas o accesorios de corazón y pulmones
42294702	Bombas y accesorios de balón intra aórtico
42294703	Dispositivos o accesorios de succión intra cardíaca
42294704	Filtros de perfusión o productos relacionados
42294705	Monitores de parámetros de sangre de perfusión o accesorios o productos relacionados
42294706	Trampas de burbujas de perfusión
42294707	Sets de cardioplegia de perfusión
42294708	Reservorios de cardiotomía de perfusión
42294709	Sistemas centrífugos de perfusión o accesorios
42294710	Equipos o accesorios calentadores o enfriadores o duales calentadores o enfriadores de perfusión
42294711	Hemoconcentradores de perfusión o accesorios
42294712	Monitores de saturación de oxígeno o hematocritos de perfusión o accesorios
42294713	Oxigenadores de perfusión o accesorios
42294714	Cabezas de bombas de perfusión
42294715	Tubos de empaque de bombas de perfusión
42294716	Reservorios venosos de perfusión
42294717	Dispositivos de asistencia ventricular
42294718	Bombas de perfusión
42294719	Reservorios cardiovasculares
42294720	Agujas de monitoreo de temperatura
42294721	Punzones aórticos
42294722	Sets de drenaje ventricular
42294723	Kits de inserción de bomba de inflar intra aórtica
42294724	Introductor de bomba de inflar intra aórtica
42294800	Endoscopios y accesorios y productos relacionados
42294801	Endoscopios rígidos o accesorios o productos relacionados
42294802	Endoscopios flexibles o accesorios o productos relacionados
42294803	Cistouretroscopios
42294804	Resectoscopios
42294805	Laparascopios o telescopios laparoscópicos
42294806	Cistoscopios
42294807	Esfinterómetros endoscópicos
42294808	Esofagoscopios o sus accesorios
42294900	Instrumentos endoscópicos y suministros accesorios y productos relacionados
42294901	Posicionadores o sujetadores de endoscopios o instrumentos
42294902	Aplicadores o elevadores de endoscopios
42294903	Agujas de aspiración o biopsia endoscópica
42294904	Bloques de mordida o correas endoscópicas
42294905	Cepillos de limpieza endoscópica o productos relacionados
42294906	Instrumentos de cortar para uso endoscópico
42294907	Cepillos de citología endoscópica o microbiología
42294908	Pinzas o disectores o agarraderas o fórceps o ligantes endoscópicos
42294909	Dilatadores o dispositivos inflables endoscópicos o productos relacionados
42294910	Electrodos o cables endoscópicos
42294911	Kits de fijación endoscópica
42294912	Sistemas o accesorios de manejo de fluido endoscópico
42294913	Balones hemostáticos o agujas o tubos o accesorios endoscópicos
42294914	Sets de instrumentos endoscópicos
42294915	Desplegadores de instrumentos endoscópicos
42294916	Filtros de insuflación endoscópica
42294917	Agujas de insuflación endoscópica
42294918	Tubos de insuflación endoscópica
42294919	Introductores o alambres guía o alambres de deslizamiento endoscópicos
42294920	Instrumentos o accesorios láser endoscópicos
42294921	Sistemas de empujadores de nudos o de entrega endoscópicos
42294922	Ligantes endoscópicos
42294923	Manipuladores endoscópicos
42294924	Instrumentos o accesorios manuales monopolares o bipolares para endoscopia o productos relacionados
42294925	Agujas o punzones para endoscopia
42294926	Sobre tubos para endoscopia
42294927	Paquetes o bandejas o kits de instrumentos para endoscopia
42294928	Sondas para endoscopia
42294929	Retractores para endoscopia
42294930	Pinzas o alambres de pinzas o accesorios para endoscopia
42294931	Fórceps o dispositivos de recuperación de especímenes para endoscopia
42294933	Puntas de irrigación o succión o sondas de coagulación o accesorios para endoscopia
42294934	Dispositivos de sutura para endoscopia
42294935	Trocar o funda u obturador o cánula para endoscopia
